ID	Markup	Left column	Main column	Pounds	Shillings	Pence
3091	tr	56	p[ai]d C[aptain] Edward Clarke for 7 days for his troop	38	10	-
3092	tr	128	p[ai]d Coll[onel] dalbier for 7 days for [th]e troop lately belonging to Coll[onel] sand[er]s	44	16	-
3093	close table			502700	8	6
3094	pb		74v			
3095	table (single row)		Sommeth [th]e payment[es] on the other side	502700	8	6
3096	head		21 August [1643]			
3097	open table	50	p[ai]d m[istres]s sara Billingsly for 14 days pay due to her husband Coll[onel] billingsly lately deceased	21	0	0
3098	tr	20	p[ai]d m[aste]r w[illia]m Erberry chaplaine to m[ajo]r g[e]n[era]ll[es] skippons Regi[men]t uppon accompt	20	0	0
3099	tr	40	p[ai]d S[i]r Jo[hn] merricke G[e]n[era]ll off the ordinance for 7 dayes entertainm[en]t uppon acc[oun]tt	35	0	0
3100	tr	136	p[ai]d major g[e]n[era]ll skippon for 7 dayes pay at 40s p[er] diem	14	0	0
3101	tr	126	p[ai]d Capt[ain] Jo[hn] Copply for 7 days pay for his troope of dragoon[er]s	56	17	6
3102	tr		p[ai]d Thomas wick[es] provost marshall g[e]n[era]ll for 7 dayes pay for him & his men	19	13	2
3103	tr	142	p[ai]d Coll[onel] Henry Barkley for 7 dayes pay for his officers of the feild	18	18	-
3104	tr	170	p[ai]d Alexander Barklye coll[onel] reform[ado] for 7 dayes pay uppon accompt	10	10	0
3105	close table	195	p[ai]d major Fonteine for 14 days pay for his troope	133	14	-
3106	head		22 August [1643]			
3107	open table	176	p[ai]d 4 scot[es] Capt[ains] reformados for a week[es] pay	21	-	-
3108	tr	92	p[ai]d S[i]r samuel Luke uppon accompt	100	-	-
3109	tr	195	p[ai]d Capt[ain] Thomas Cooke markmaster for 7 days pay for him self & deputies	10	10	-
3110	tr	130	p[ai]d John Botteler late sergeant major to my lord Peeterborroughs regiment uppon accompt of his arrears	161	12	-
3111	tr	15	p[ai]d daniel Lyell provost marshall of [th]e late reg[imen]t of Coll[onel] goodwin for & toward[es] the pay of himself and men uppon acc[oun]tt	30	-	-
3112	tr	178	p[ai]d C[aptain] Edward primrose late Captaine of a foot compa[ny] under Coll[onel] Ballard latelie released out of prison uppon accompt	21	-	-
3113	close table		to m[aste]r Brode [th]e Octo[ber] 117 war[ran]t[es] of Aug[us]t [?tell?] this day R[eturne]d No. 18	503374	3	2
3114	head		No - 18 -			
3115	pb		75r			
3116	table (single row)		Sommeth [th]e paym[entes] on the other side	503374	3	2
3117	head		August 24 1643			
3118	open table	130	p[ai]d major Botteler for 14 days paye for my lord g[e]n[era]ll[es] Regi[men]t	671	13	0
3119	tr	22	p[ai]d the traine of Artigliry for 14 days uppon accompt	724	15	8
3120	tr	78	p[ai]d nicholas Bond Comissary g[e]n[era]ll of the victuall[es] uppon acc[oun]tt	100	0	0
3121	tr	50	p[ai]d major Raimond for 14 days paye for [th]e reg[imen]t w[hi]ch was Coll[onel] Hambdens	472	5	4
3122	tr	110	p[ai]d leifft[enant] Coll[onel] Inglish late leifft[enant] Coll[onel] of Coll[onel] Cholmlies Regi[men]t for 7 days	10	10	0
3123	tr	132	p[ai]d Coll[onel] Holmsted for his Regi[men]t	463	3	8
3124	tr	49	p[ai]d my lord Robert[es] for 14 daies for his reg[imen]t	431	1	8
3125	tr	136	p[ai]d major g[e]n[era]ll skippon for 14 days for his troop	194	12	-
3126	tr	132	p[ai]d Comissary Fastaff for [th]e draft horses uppon accompt	700	0	0
3127	tr	142	p[ai]d Coll[onel] Barkley for 14 daies for his Regi[men]t	481	5	4
3128	tr	127	p[ai]d S[i]r Edward Peto for 14 dayes for his compa[ny] of Fierlock[es]	43	1	0
3129	tr	137	p[ai]d Coll[onel] Holborne for 14 dayes for his reg[imen]t	389	6	4
3130	tr	122	p[ai]d S[i]r James Ramsey for 14 daies for his trope	148	1	-
3131	tr	159	p[ai]d Cap[tain] Hardy for 14 daies for his compa[ny] of dragooners	97	13	0
3132	tr	130	p[ai]d major Butler for 14 days pay of 209 prest sold[ier]s in my lord g[enera]ll[es] Regi[men]t	97	10	8
3133	tr	191	p[ai]d C[aptain] Jermy for 14 dayes pay for his troop	156	16	0
3134	tr	136	p[ai]d major g[e]n[era]ll skippon for recruted and new prest sold[ier]s in his Regi[men]t	55	16	6
3135	tr		more p[ai]d him for 14 daies pay for his Regi[men]t	513	6	6
3136	tr	196	p[ai]d Rob[er]t Greims lefft[enant] Coll[onel] of [th]e Regi[men]t wherof S[i]r w[illia]m Constable was Coll[onel] for 14 days pay for [th]e Regi[men]t	392	7	-
3137	tr	193	p[ai]d samuell Carlton leifft[enant] Coll[onel] of [th]e reg[imen]t wherof Georg Langham was Coll[onel] for 14 daies for [th]e reg[imen]t	427	10	4
3138	tr	45	p[ai]d C[aptain] Thom[as] Terrill for 14 days for his troop	207	18	-
3139	tr	196	p[ai]d Bristo Stok[es] Capt[ain] of a foot compa[ny] in major g[enera]ll skippons reg[imen]t for 14 daies pay for his compa[ny]	49	0	0
3140	tr	75	p[ai]d Coll[onel] Jo[hn] meldrom for 14 daies for his troop	149	9	-
3141	tr	186	p[ai]d C[aptain] James Innes the like for his troop	146	13	0
3142	tr	51	p[ai]d Coll[onel] walter longe [th]e like for his troop	195	13	0
3143	tr	63	p[ai]d C[aptain] Thom[as] Hamon the like for his troope	183	1	-
3144	tr	25	p[ai]d C[aptain] Hercules Langreshe the like for his troope of dragooners	57	12	-
3145	tr	33	p[ai]d S[i]r Will[ia]m Belfour the like for his troop of harg[ebusiers]	268	2	-
3146	close table			511202	6	2
3147	pb		75v			
3148	table (single row)		Som[m]eth [th]e paym[entes] on the other side	511202	6	2
3149	head		Aug[us]t 25 1643			
3150	open table	156	p[ai]d major Balfour for 14 daies for his troop	171	3	-
3151	tr	92	S[i]r Samuell Luke for soe much allowed him by [th]e councell of warr for post[es] & other extraordinaries	154	0	0
3152	tr	173	p[ai]d C[aptain] Adam Baynard for 14 dayes for his troope	160	13	-
3153	tr	10	p[ai]d major Blare the like for his troope	164	3	-
3154	tr	193	p[ai]d C[aptain] w[illia]m Greys the like for his troope	126	7	-
3155	tr	192	p[ai]d C[aptain] Edward Fiennes the like for his troop	163	16	-
3156	tr	119	p[ai]d major urrey uppon acc[oun]tt of his troop	100	0	0
3157	tr	125	p[ai]d Coll[onel] Jo[hn] midleton for 14 daies for his troop	192	3	-
3158	tr	172	p[ai]d C[aptain] Charls Pim the like for his troop	197	8	-
3159	tr	148	p[ai]d C[aptain] Rich[ard] Hodgson & w[illia]m Cheese for 14 daies for pioneers	18	4	-
3160	tr	65	p[ai]d S[i]r Edward dodsworth Comiss[ary] g[e]n[era]ll of the musters of horse for 14 days pay	17	10	-
3161	tr	163	p[ai]d majo[r] Boswell for 14 daies for his troop	179	14	-
3162	tr	171	p[ai]d C[aptain] Robotham for 14 daies for his troop	167	13	-
3163	tr	37	p[ai]d S[i]r Phillip Stapleton for 14 daies pay for [th]e troop of [th]e liffguard	651	16	4
3164	tr	169	p[ai]d C[aptain] Gilbert Carr for 14 daies for his troope	164	3	-
3165	tr	27	p[ai]d C[aptain] Jo[hn] Hale [th]e like for his troop	160	13	-
3166	tr	174	p[ai]d C[aptain] Tho[mas] melve for 14 daies for his compa[ny] of dragooners	85	12	-
3167	tr	161	p[ai]d C[aptain] Tho[mas] maynard the like	96	12	-
3168	tr	197	p[ai]d serg[ean]t major Browne in [th]e Regi[men]t late under Coll[onel] Ballard & now Coll[onel] martins for 14 dayes pay for that Regi[men]t	334	7	4
3169	tr	25	p[ai]d C[aptain] Adrian scroop uppon acc[oun]t of his troop	100	0	0
3170	tr	97	p[ai]d C[aptain] Robert Vivers the like	100	0	0
3171	tr	142	p[ai]d Coll[onel] Alex Barkley for 14 daies pay as Coll[onel] reformado	21	0	0
3172	tr	102	p[ai]d Docter Dorislaus Judg Advocate for a mo[nths] pay	28	0	0
3173	tr	189	p[ai]d C[aptain] Charles Fleetwood for 14 daies pay for his troop	184	16	-
3174	tr	175	p[ai]d C[aptain] Fra[ncis] Midleton for 14 daies pay for his compa[ny] of dragooners	72	9	-
3175	tr	122	p[ai]d C[aptain] sam[ue]ll Bosa for 14 days for his troop	164	3	-
3176	tr	122	more for providing 15 sadles & furniture	22	10	-
3177	tr	80	p[ai]d lawrenc lowe surgeon to [th]e g[e]n[era]ll[es] owne p[er]son uppon acc[oun]tt	30	0	0
3178	tr	15	p[ai]d Brice Semple lifft[enant] of late Coll[onel] Goodwins troope for 14 daies for that troop	184	4	-
3179	close table			515415	5	10
3180	pb		76r			
3181	table (single row)		Som[m]eth [th]e payment[es] on the other side	515415	5	10
3182	head		August 25 1643			
3183	open table	18	p[ai]d C[aptain] Tho[mas] sheffeild for 14 days for his troope	153	12	-
3184	tr	18	p[ai]d C[olone]ll Ja[mes] sheffeild the like for his troop	199	3	-
3185	tr	109	p[ai]d C[aptain] lionel Copley the like for his troop	188	8	0
3186	tr	17	p[ai]d Ja[mes] swright surgeon to S[i]r w[illia]m Balfours Regi[men]t for his pay to the 14 Julie	16	16	0
3187	tr	26 d[i]tt[o] 167	p[ai]d C[aptain] Anto[ny] Boller for 14 days pay of that troop of horse wherof C[aptain] Richard Fines was Capt[ain]	171	3	-
3188	tr	167	more p[ai]d him in lieu of advance monie w[hi]ch he receaved not	40	0	0
3189	tr	154	p[ai]d Jeconiah Abracromme Capt[ain] of that troop of horse wherof C[aptain] Dundasse was late Capt[ain]	100	16	-
3190	tr	43	p[ai]d Coll[onel] Fra[ncis] Thomson for 14 daies for his troope of horse	164	3	-
3191	tr	7	p[ai]d [th]e Lo[rd] wharton the like for his troop	165	4	-
3192	tr	128	p[ai]d Coll[onel] Dulbier for 14 days for [th]e troope late under C[aptain] sanders	89	12	-
3193	tr	128	more for 14 days for his owne troope	93	16	-
3194	tr	181	p[ai]d major ulrike the like for his troop	117	5	-
3195	tr	170	p[ai]d Rogers Bridges Cornet of Cap[tain] salkil[es] troop for 14 days for that troop	189	7	-
3196	tr	183	p[ai]d C[aptain] Jo[hn] Androws the like for his troope	159	3	-
3197	tr	122	p[ai]d S[i]r James Ramsey for pay of 40 sold[ier]s brought out of scotland to recrute his troop	70	0	0
3198	tr	18	p[ai]d C[aptain] Tho[mas] Harison for 14 days for his troope	128	9	-
3199	tr	92	p[ai]d S[i]r sam[ue]l luke [th]e like for his troop	200	18	0
3200	tr	110	p[ai]d C[aptain] Fra[ncis] Ingolsby [th]e like for his troope	146	14	-
3201	tr	81	p[ai]d Ellen Broadhurst wiffe to Georg Broadhurst deceased a soldier in Cap[tain] Bushell[es] compa[ny] for 10 week[es] pay due to him	2	6	8
3202	tr	159	p[ai]d Richard Fortescue major of [th]e Regi[men]t late of Coll[onel] Bulstrood for pay of that Regi[men]t	494	7	4
3203	tr	136	p[ai]d major g[e]n[era]ll skippon for his pay as major g[enera]ll for 14 daies	28	0	0
3204	tr	157	p[ai]d C[aptain] Rich[ard] Crosse for 14 dayes pay for his troop	206	3	-
3205	tr	14	p[ai]d Coll[onel] Aldrich for pay of his Regi[men]t	429	5	-
3206	tr	36	p[ai]d S[i]r Rob[er]t Py for 14 dayes for his troop	187	5	-
3207	tr	49	p[ai]d C[aptain] Thomas Pudsey for 14 dayes for my lord g[enera]ll[es] guard of halberdiers	45	10	-
3208	close table			519202	11	2
3209	pb		76v			
3210	table (single row)		Sommeth [th]e paym[entes] on the other side	519202	11	2
3211	head		August 26 1643			
3212	open table	18	p[ai]d C[aptain] Thomas Sheffeild for soe much disburst by him for sadles for his troope	36	12	-
3213	tr	197	p[ai]d C[aptain] Tho[mas] wogan for 14 days pay for his troope	187	19	-
3214	tr	21	p[ai]d C[aptain] w[illia]m Anselm for 14 dayes for his troop	280	7	-
3215	tr	36	p[ai]d S[i]r Rob[er]t Pye for 20 great sadles to furnish his troope	30	0	0
3216	tr	187	p[ai]d C[aptain] Hugh phillips C[aptain] w[illia]m Butler & C[aptain] Tho[mas] weelin late Capt[ains] in Coll[onel] Cholmlies Regi[men]t for 14 dayes pay	31	10	-
3217	tr	23	p[ai]d mathew miller pro[vost] marsh[a]ll of Coll[onel] meldroms Regi[men]t for 14 daies pay	7	-	-
3218	tr	23	p[ai]d Thomas lugg surgeon of that Regi[men]t for 14 days	6	6	0
3219	tr	14	p[ai]d Henry Eaton pro[vost] mar[shall] to Coll[onel] dolbiers Regi[men]t for 14 daies	7	0	0
3220	tr	194	p[ai]d Coll[onel] Hans Beer for his severall paies for 14 daies	69	6	-
3221	tr	24	p[ai]d Coll[onel] Tho[mas] Essex for his pay as Coll[onel] of a Foot Regim[en]t uppon acc[oun]tt	50	-	-
3222	tr	19	p[ai]d Edward withers who hath the charg of [th]e Ingine for 14 dayes	14	-	-
3223	tr	64	p[ai]d C[aptain] Valentine walton for a mo[nths] pay as Capt[ain] of horse uppon acc[oun]tt	54	12	-
3224	tr	15	p[ai]d m[aste]r Edward Perkins Chaplaine of the late Regi[men]t of Coll[onel] Goodwine in part of 37.14 deu to him	16	0	0
3225	tr	150	p[ai]d C[aptain] Jo[hn] Horsey in [th]e Regi[men]t of C[olone]ll Terril for 4 sicke sold[ier]s	1	17	4
3226	tr	198	p[ai]d C[aptain] Edward Phipps for 21 daies pay for his compa[ny] of drago[ons] uppon accompt	86	2	-
3227	tr	98	p[ai]d C[aptain] mathew drap[er] for 14 days for his troop	164	4	-
3228	tr	116	p[ai]d C[aptain] Henry Roe for pay dew to him as Capt[ain] of Pioneers	11	10	-
3229	tr	18	p[ai]d Isaac smith surgeon to Coll[onel] midletons Regi[men]t of horse for 14 days for himself & men	15	8	0
3230	tr	198	p[ai]d Nicholas skinner Comiss[ary] g[e]n[era]ll of [th]e provision for horse for pay of himself & 4 deputies 28 dayes ending [th]e 16 June	36	8	-
3231	tr	17	p[ai]d Joseph Reev provost marshall of S[i]r w[illia]m Balfours Regi[men]t of horse for pay for himself & menn	10	10	-
3232	close table			520319	2	6
3233	pb		77r			
3234	table (single row)		Sommeth [th]e payment[es] on the other side	520319	2	6
3235	head		August 26 1643			
3236	open table	199	p[ai]d C[aptain] George withers for 14 days pay for his troope	117	12	-
3237	tr	199	p[ai]d Judeth Price wiffe to the late Anthony Price Comissarie of victual[es] for pay deu to him	27	14	-
3238	tr	200	p[ai]d Richard wilcox Aud[ito]r of [th]e Army toward[es] his pay uppon accompt	50	-	-
3239	tr	43	p[ai]d Coll[onel] Fra[ncis] Thomson for 14 days pay to his Regi[men]t on foot	356	6	-
3240	tr	200	p[ai]d James Browne liefft[enant] of a troop of horse & Coadjutor to [th]e Adjutant g[e]n[era]ll for 21 days uppon acc[oun]tt	18	18	-
3241	tr	56	p[ai]d Edward Clarke for 14 daies for his troop	139	6	-
3242	tr	5	p[ai]d sam[ue]ll wade pro[vost] mar[shall] to my lord g[e]n[era]ll[es] Regi[men]t for days pay	7	-	-
3243	tr	26	p[ai]d Jo[hn] Potter for [th]e use of m[istres]s Austin late wiff of C[aptain] Austin desceased	100	-	-
3244	tr	18	p[ai]d C[olone]ll Jams sheffeild for his pay as Coll[onel] of horse at 30s p[er] diem uppon acc[oun]tt	21	-	-
3245	tr	61	p[ai]d S[i]r sigismond Alexander in part of his arrears	14	-	-
3246	tr	166	p[ai]d Coll[onel] Georg Melve toward[es] his arrears	100	0	0
3247	tr	50	p[ai]d m[istres]s sarah Bilingsly late wiffe of Coll[onel] Bilingsly deceased for 14 days paye uppon the arrears	21	-	-
3248	tr	23	p[ai]d m[aste]r Rob[er]t semple Chaplaine to Coll[onel] meldroms Regi[men]t for 14 days	6	1	4
3249	tr	201	p[ai]d Georg Forbes Capt[ain] of a compa[ny] of drago[ons] in Coll[onel] wardlaws Regi[men]t and late prisoner at oxford toward[es] his arrears	28	-	-
3250	close table	201	p[ai]d sergeant major Rob[er]t Ramsey for a mo[nths] pay uppon accompt	33	12	-
3251	head		27 [August 1643]			
3252	open table	202	p[ai]d major david melve for 14 day for his troop	169	10	6
3253	tr	40	p[ai]d S[i]r Jo[hn] merrick for his severall payes for 14 dayes	101	10	0
3254	tr		more for 7 dayes as Coll[onel] & Capt[ain] of a reg[imen]t of [^foot^]	15	15	-
3255	tr	109	p[ai]d Lionel Coply Comissary of [th]e musters of foot uppon accompt	100	0	0
3256	tr	79	p[ai]d Thomas Richardson wagon m[aste]r g[e]n[era]ll of [th]e Army for 100 days pay ending [th]e 2 Aug[us]t	75	-	-
3257	tr	176	p[ai]d divers scot[es] officers reformados as by [th]e war[rant]	217	14	-
3258	tr	126	p[ai]d C[aptain] Jo[hn] Coply for 14 days pay for his compa[ny] of dragooners	113	15	-
3259	tr	49	p[ai]d my lord G[e]n[era]ll for his pay for 21 dais	210	-	-
3260	close table			522362	16	4
3261	pb		77v			
3262	table (single row)		Sommeth [th]e paym[entes] on the other side	522362	16	4
3263	head		August 29 [1643]			
3264	open table	165	p[ai]d Capt[ain] Thomas Rogers Capt[ain] of a foot compa[ny] under Coll[onel] Grantham for 14 dayes pay uppon accompt	10	10	-
3265	tr	11	p[ai]d Robert law a Troop[er] under major Gunter in part of a warr[an]t of 11.17.6. of [th]e 27 Aug[us]t	5	0	0
3266	tr	47	p[ai]d C[aptain] oliver Cromwell for 14 dayes pay for his troop	178	3	-
3267	tr	49	p[ai]d Theophilus Andrews Jo[hn] vivers Peeter Bland Fra[ncis] Cary Hugh harding Jo[hn] smith, Georg Billot & w[illia]m Phillips gent[lemen] latelie entred in my lord g[e]n[era]ll[es] lieff guard for 14 days pay each at 8s p[er] diem	44	16	-
3268	tr	202	p[ai]d C[aptain] Fra[ncis] Russell for 14 days for his troop	188	13	-
3269	tr		Docter Adam Striall on of [th]e Phisitions of [th]e Army for his pay for 14 dayes	7	-	-
3270	tr	203	p[ai]d C[aptain] Charles Fanthom for 14 days pay for his troop	132	6	-
3271	tr	126	p[ai]d Peeter Cannon for his pay and entertainm[en]t for 244 days ending 19 Aug[us]t in p[ar]t of a greater some	200	-	-
3272	tr	44	p[ai]d C[aptain] Richard Greenvill for 14 dayes pay for his troop	165	18	-
3273	tr	19	p[ai]d mathew Broad surgeon to the traine of Artigliry for [th]e maintenance of 3 bidett[es] from [th]e 11 [Novem]bre to [th]e 22 Aug[us]tt besid[es] 18.18. by him receaved	23	17	
3274	tr	17	p[ai]d major w[illia]m Pretty in part of monie by him disbursed for Capt[ain] Fleming[es] troope	50	-	-
3275	tr	109	p[ai]d Capt[ain] Vernon deputy Thre[asurer] of [th]e Army for his pay and entertainm[en]t from [th]e 26 Julie to [th]e 26. August 30 dayes & 6.8 p[er] die[m]	10	-	-
3276	tr		 for 3 clark[es] allowed him for [th]e same time at 2s p[er] diem each	9	-	-
3277	close table			523387	19	4
3278	head		No. 19. To m[aste]r Broad [th]e Octo[ber] 134 warr[antes] tell this day R[eceive]d backe. ex[amined]			
3279	p		To m[aste]r Broad [th]e Octo[ber] 134 warr[antes] tell this day R[eceive]d backe. ex[amined]			
3280	pb		78r			
3281	table (single row)		Sommeth [th]e payment[es] on the other side	523387	19	4
3282	head		October 14 [1643]			
3283	open table	136	p[ai]d Major g[e]n[era]ll skippon for 14 dayes pay for [th]e officers and soldiers of his Regi[men]t	532	0	0
3284	tr	142	p[ai]d Collonell Barkley [th]e like for his Regi[men]t	421	17	4
3285	tr	135	p[ai]d Coll[onel] Holborne the like for his Regiment	351	17	4
3286	tr	130	p[ai]d Coll[onel] Botteler [th]e like for [th]e g[e]n[era]ll[es] Regi[men]t	693	2	4
3287	tr	22	p[ai]d [th]e traine of Artigliry for a fortnight	720	0	0
3288	tr	87	p[ai]d Capt[ain] w[illia]ms for his compa[ny] of Fierlock[es]	36	10	4
3289	tr	204	p[ai]d C[aptain] Tho[mas] Rawlins for 14 dayes for his troop	167	6	0
3290	tr	191	p[ai]d C[aptain] Rob[er]t Jermine the like for his troope	156	16	0
3291	tr	110	p[ai]d C[aptain] Fra[ncis] Ingolsby the like for his troop	144	11	0
3292	tr	33	p[ai]d S[i]r w[illia]m Balfor [th]e like for his troope	231	7	-
3293	tr	46	p[ai]d major Frodsham for [th]e Regi[men]t late S[i]r w[illia]m Constables	361	15	8
3294	tr	49	p[ai]d for my lord Robert[es] Regi[men]t	388	12	4
3295	tr	157	p[ai]d major Cross his troop	206	3	-
3296	tr	37	p[ai]d S[i]r Phillip stapleton for [th]e g[e]n[era]ll[es] leiffguard	744	11	4
3297	tr	66	p[ai]d C[aptain] Anthony sanderson uppon his owne accompt	60	0	0
3298	tr	50	p[ai]d major Raymond for late Coll[onel] Hambdens Regi[men]t	318	2	0
3299	tr	132	p[ai]d Coll[onel] Holmstead[es] Regi[men]t	414	19	4
3300	tr	128	p[ai]d Coll[onel] Dolbier for his troope	182	14	0
3301	tr	128	more for his majors troope	96	5	-
3302	tr	202	p[ai]d Coll[onel] Francis Russell for his troop	163	16	0
3303	tr	186	p[ai]d C[aptain] James Innes for his troop	139	13	0
3304	tr	189	p[ai]d C[aptain] Fleetwood for his troop	186	11	0
3305	tr	132	p[ai]d Com[m]issarie Fastaff for [th]e draft horses	700	-	-
3306	tr	154	p[ai]d C[olone]ll Coningham for that Regi[men]t w[hi]ch was C[olone]ll Bolstrod[es]	416	7	8
3307	tr	194	p[ai]d Coll[onel] Beahr for a months pay as Coll[onel] & adjutant	111	6	0
3308	tr	203	p[ai]d C[aptain] leifft[enant] sempell for his troop of horse	121	10	0
3309	tr	63	p[ai]d C[aptain] Thomas Hamon for his troop	183	1	-
3310	tr	189	p[ai]d C[aptain] Thomas Harison for his troop	130	11	-
3311	tr	65	p[ai]d S[i]r Edward dodsworth for 14 dayes pay to him & his deputies	17	10	-
3312	tr	148	p[ai]d C[aptain] Francis Hodgson for arrears of pay due to him as by [th]e warr[an]t	121	11	0
3313	tr	45	p[ai]d C[aptain] Thomas Terrill for his troope	207	18	0
3314	tr	140	p[ai]d C[aptain] Hen[ry] langham for 14 days for [th]e reg[imen]t late Coll[onel] langhams	318	19	4
3315	tr	27	p[ai]d C[aptain] Jo[hn] Hale for his troope	137	18	0
3316	tr	171	p[ai]d C[aptain] Robotham for his troope	141	8	0
3317	close table			532714	10	0
3318	pb		78v			
3319	table (single row)		Sommeth [th]e paym[entes] on the other side	532711	10	
3320	p		[...] [pounds] miscarried brought to acc[oun]tt the 30 [Octo]bre			
3321	head		14 [Octo]bre 1643			
3322	open table	123	p[ai]d Coll[onel] Fra[ncis] martine for 14 dayes for his Regi[men]t	375	8	8
3323	tr	148	p[ai]d C[aptain] Richard Hodgson & C[aptain] Cheese Pioneers	15	8	-
3324	tr	122	p[ai]d major Bosa for his troop	179	18	0
